sdo5,female,age,educ,race,favor_trump,favor_blm,favor_metoo,american_customs,race_ident,pid3,ideo5,fear_of_demographic_change,confederate_flag,presvote16
2.5,0,59,5,1,4,1,2,5,2,3,5,0.75,Heritage,Trump
1,0,83,5,1,1,4,4,1,3,1,2,0.3333,Slavery,Clinton
1,0,71,5,1,1,4,4,1,2,1,1,0.25,Slavery,Clinton
3,0,79,6,6,4,2,1,5,1,2,4,0.8333,Heritage,Trump
1.75,1,53,3,1,3,NA,NA,4,3,3,3,0.5,Heritage,Trump
1,1,62,6,1,1,3,3,4,3,2,2,0.5833,Heritage,Clinton
2.5,1,51,5,1,1,3,3,1,3,2,3,0,Slavery,Clinton
1.25,1,67,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1,0,41,5,1,1,4,4,1,1,1,2,0,Slavery,Clinton
2.25,1,59,6,1,3,2,2,5,4,3,5,0.5833,Slavery,Trump
1.5,0,65,6,1,1,4,4,1,1,1,1,0,Slavery,Clinton
1.5,1,74,5,1,4,4,4,3,4,1,2,0.5,Heritage,Clinton
3,0,66,5,1,4,1,NA,5,3,3,4,0.6667,Heritage,Trump
1.5,0,66,5,1,3,1,2,5,2,3,4,0.8333,Slavery,Trump
1.25,1,48,2,1,1,2,3,2,1,2,NA,0.6667,Heritage,Clinton
3.5,1,47,5,1,1,1,NA,3,4,2,5,0.6667,Heritage,Trump
3,1,64,3,1,4,1,2,4,3,2,4,0.6667,Heritage,Trump
1,1,31,4,1,1,3,4,5,1,1,1,0.5,Slavery,Clinton
1,1,61,4,1,1,3,4,1,1,1,2,0.1667,Slavery,Clinton
1.75,0,65,3,3,1,3,3,1,3,1,1,0.0833,Slavery,Clinton
1,0,59,5,1,1,3,4,1,2,1,1,0,Slavery,Clinton
2,1,44,3,1,1,4,4,1,1,1,3,0.1667,Slavery,Clinton
2.25,1,66,6,1,1,3,2,3,2,1,5,0.4167,Heritage,Trump
3,0,56,2,1,4,4,2,4,3,3,5,0.5833,Heritage,Trump
3.25,0,69,3,1,4,1,1,3,2,3,5,0.3333,Heritage,Other
4.25,0,67,6,1,4,1,1,1,4,3,5,1,Heritage,Trump
3,0,59,6,7,2,2,2,3,1,2,1,0.5,NA,Trump
3.25,1,65,4,1,4,1,2,5,3,3,5,0.9167,Heritage,Trump
4.25,1,55,4,5,4,1,1,5,4,2,3,0.8333,Heritage,Trump
2,1,67,6,1,4,2,1,4,3,2,3,0.4167,Heritage,Trump
4.25,0,55,6,1,3,1,1,4,1,NA,5,0.6667,Heritage,Trump
1,0,57,5,1,1,2,2,2,3,1,2,0.25,Slavery,Clinton
2.75,1,68,4,1,3,1,1,4,3,3,4,0.3333,Heritage,Trump
2.75,1,38,3,1,4,1,4,3,1,3,4,0.0833,Slavery,Trump
2.25,1,80,3,1,1,4,4,3,4,1,2,0.4167,Slavery,Clinton
2.25,0,64,2,1,1,2,3,3,3,1,3,0.6667,Heritage,Clinton
2,1,74,6,1,1,3,3,4,2,2,3,0.4167,Heritage,Johnson
4.5,0,60,6,1,4,1,1,5,1,2,4,0.8333,Heritage,Trump
1,1,72,4,1,4,1,1,4,2,3,5,0.5,Heritage,Trump
1.75,1,71,2,1,1,3,3,2,2,1,3,0.6667,Slavery,Clinton
2,0,63,6,1,4,1,1,4,3,3,5,0.5833,Heritage,Trump
2,0,72,2,1,4,1,1,5,4,3,4,0.4167,Heritage,Trump
1,0,55,5,1,1,3,4,1,2,1,2,0,Slavery,Clinton
2.75,0,36,6,1,2,2,1,2,1,NA,4,0.4167,NA,Johnson
2,0,63,3,1,3,1,1,1,3,3,5,0.3333,Heritage,Trump
2.25,1,76,3,1,3,3,3,3,4,1,4,0.6667,Heritage,Clinton
3.75,0,59,5,1,2,3,NA,2,1,NA,3,0.3333,Heritage,Johnson
3.5,0,71,3,1,4,1,1,4,3,3,4,0.8333,Heritage,Trump
2,1,25,5,1,1,3,4,1,2,1,1,0.0833,Slavery,Clinton
1.25,1,81,4,1,1,4,4,3,3,1,3,0.25,Slavery,Clinton
2,0,53,5,1,3,1,NA,4,3,NA,3,0.5,Heritage,Did not vote
1.25,0,55,5,1,1,2,3,1,2,1,3,0.0833,Slavery,Clinton
4.25,0,37,3,1,4,1,1,4,2,3,5,0.6667,Heritage,Trump
1.5,1,34,6,1,1,2,2,1,1,3,5,0,Heritage,McMullin
3,0,70,3,1,1,1,1,4,3,1,3,0.5,Heritage,Johnson
3,1,67,3,1,1,4,4,1,1,1,2,0.0833,Slavery,Clinton
1,0,67,6,1,1,4,4,1,3,1,1,0.1667,Slavery,Other
1.5,0,43,2,1,2,1,3,3,2,1,2,0.5833,Heritage,Clinton
1,1,44,6,1,1,4,4,1,3,1,1,0,Slavery,Clinton
1,1,59,3,1,1,4,4,1,2,2,1,0,Slavery,Stein
1,0,43,5,1,1,4,4,1,2,2,2,0.0833,Heritage,Clinton
1.75,1,76,4,6,1,4,3,3,3,1,3,0.3333,Slavery,Clinton
1,1,67,5,2,1,4,4,1,4,1,2,0.3333,Slavery,Clinton
1.5,0,41,5,1,3,1,2,4,4,3,4,0.4167,Heritage,Trump
1.25,1,32,5,1,2,NA,2,3,3,2,3,0.0833,NA,Clinton
1,0,71,5,1,1,3,3,1,2,2,2,0.25,Slavery,Clinton
1.25,0,55,5,1,1,4,3,1,1,1,1,0.25,Slavery,Clinton
1.75,0,73,5,1,1,3,3,2,4,1,2,0.4167,Heritage,Clinton
1.75,0,63,6,1,1,3,4,1,1,1,1,0,Slavery,Clinton
1.25,0,59,5,4,2,NA,2,3,4,2,3,0.4167,Slavery,Clinton
2.25,0,71,6,1,3,3,2,4,3,3,4,0.4167,Heritage,Trump
1.25,1,53,4,1,1,2,2,4,1,2,2,0.3333,Heritage,Did not vote
2,0,77,5,7,4,1,1,5,4,3,4,0.5,Heritage,Trump
1,1,64,4,2,1,4,4,4,4,1,3,0.6667,Slavery,Clinton
3,0,61,5,1,3,1,1,3,3,2,3,0.5833,Heritage,Johnson
2.75,0,42,5,6,3,2,2,3,1,2,3,0.5833,NA,Clinton
3,0,69,3,1,1,3,3,2,1,1,1,0.0833,Slavery,Clinton
1,1,50,4,1,1,4,1,1,1,1,1,0,Slavery,Clinton
3,0,66,4,1,1,3,3,3,1,2,3,0.5,NA,Johnson
1,0,66,6,4,1,4,4,1,4,1,2,0.0833,Slavery,Clinton
1,1,82,5,1,1,3,3,1,3,1,3,0.1667,Slavery,Clinton
2,0,58,5,2,1,3,4,1,3,1,2,0,Slavery,Clinton
1,0,63,4,1,1,2,3,1,1,1,1,0,Slavery,Clinton
1,1,54,6,1,1,4,4,1,1,1,1,0.3333,Slavery,Clinton
1,1,66,3,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1.5,1,47,4,1,1,3,3,2,3,2,2,0.25,Heritage,Clinton
3,0,61,4,1,3,1,1,5,1,2,3,0.8333,NA,Johnson
1,1,63,5,1,1,4,4,1,2,1,2,0,Slavery,Clinton
2.75,0,73,3,1,4,1,1,5,4,3,5,0.5,Heritage,Trump
3.5,0,49,2,1,3,1,1,3,3,NA,4,0.3333,Heritage,Trump
2,0,68,3,1,1,4,4,1,2,1,2,0.1667,Slavery,Clinton
2,1,39,2,1,2,1,NA,5,4,3,4,0.5833,Slavery,Trump
2,1,61,2,1,1,3,3,2,1,1,2,0.5833,Slavery,Clinton
3,0,48,5,1,2,1,1,3,3,2,3,0.4167,NA,Johnson
3,1,62,3,2,1,4,NA,3,4,1,3,0.5,NA,Clinton
3.25,0,94,5,1,4,1,NA,5,4,3,4,0.9167,Heritage,Trump
1.5,1,64,5,1,1,3,3,1,3,1,2,0,Slavery,Clinton
2.5,1,51,4,1,4,1,1,5,4,3,5,1,Heritage,Trump
2.75,0,72,6,1,4,1,2,4,3,3,3,0.4167,Heritage,Trump
1.5,1,52,5,1,1,3,3,1,3,1,2,0,Slavery,Clinton
1,0,63,5,1,1,4,4,1,2,2,2,0.5,Slavery,Clinton
1,1,33,5,1,4,1,1,4,3,3,4,0.5,Heritage,Trump
1,0,59,2,1,1,3,3,1,3,1,3,0.5,Slavery,Clinton
1.75,0,49,3,1,1,3,3,3,2,2,3,0.5,NA,Did not vote
1,0,70,6,1,1,4,4,1,2,NA,1,0.3333,Slavery,Clinton
2.75,1,75,5,1,4,1,1,5,4,3,4,0.5833,Heritage,Trump
1,1,68,3,1,1,4,3,1,2,1,2,0,Slavery,Stein
1,1,34,6,2,1,3,3,2,4,1,1,0.1667,Slavery,Clinton
1.75,1,75,2,1,1,3,3,1,4,1,3,0.4167,Slavery,Clinton
1.5,0,55,3,1,1,4,2,3,3,1,2,0.4167,Heritage,Clinton
2,0,65,6,1,1,4,4,1,2,1,2,0,Slavery,Clinton
1.75,0,69,6,1,4,2,2,3,4,NA,4,0.5,Heritage,Trump
2.75,0,71,3,1,4,1,2,4,3,2,4,0.5833,Heritage,Trump
4.5,0,49,3,1,4,1,1,5,2,3,4,1,Heritage,Trump
1,0,64,6,1,1,4,4,1,2,1,2,0.0833,Slavery,Clinton
1,0,75,6,1,1,4,4,1,1,1,2,0,Slavery,Clinton
1.75,0,93,6,1,1,3,3,1,2,1,1,0.0833,Slavery,Clinton
2.75,1,61,4,1,4,1,1,5,3,3,5,1,Heritage,Trump
3,1,50,5,1,4,1,1,3,3,3,4,0.4167,Heritage,Trump
1,0,82,3,1,4,1,NA,3,1,2,4,0.5,Heritage,Trump
2.75,1,61,2,1,1,3,4,2,3,1,2,0.25,Slavery,Clinton
1,0,61,5,1,1,3,3,1,3,1,2,0.25,Slavery,Clinton
4,1,69,4,3,4,1,1,5,1,3,5,0.5,Heritage,Trump
2.75,1,60,4,1,4,1,1,5,3,NA,4,1,Heritage,Trump
2.5,0,64,5,1,4,1,1,5,3,3,4,0.75,Heritage,Trump
2.25,1,56,5,1,3,3,3,3,3,3,4,0.8333,Heritage,Trump
1,1,85,5,1,1,3,4,1,2,1,1,0.0833,Slavery,Clinton
1.5,1,32,6,1,1,2,3,1,2,2,2,0.1667,Slavery,Clinton
1,1,28,5,1,1,4,4,1,2,2,1,0,Slavery,Clinton
2.75,0,68,6,1,4,1,2,5,2,2,4,0.6667,Heritage,Trump
1,0,74,4,2,1,3,3,2,4,1,NA,0,Slavery,Clinton
1.5,0,69,3,2,1,4,4,2,4,1,3,0.4167,Slavery,Clinton
1.5,0,68,4,1,1,4,4,2,3,1,2,0.4167,Slavery,Clinton
3,1,38,3,1,4,1,1,4,3,3,5,0.25,Heritage,Did not vote
3,1,86,5,1,4,1,1,4,2,2,4,0.5,Heritage,Trump
1.25,0,72,6,1,1,4,3,2,2,1,2,0.0833,Slavery,Clinton
1,1,45,6,1,1,3,4,2,3,1,2,0.25,Slavery,Clinton
1.75,1,30,6,1,1,1,1,2,2,2,3,0.4167,Slavery,Did not vote
1,0,69,5,1,1,4,4,1,3,1,1,0.1667,Slavery,Stein
3,1,28,6,1,1,4,4,NA,1,1,1,0,NA,Clinton
3.5,0,74,5,1,4,1,1,5,4,3,5,0.8333,Heritage,Trump
2.75,1,61,5,1,4,1,1,4,3,3,5,0.4167,Heritage,Trump
3.25,0,73,5,1,4,1,3,5,2,3,5,0.75,Heritage,Trump
1.5,0,53,5,1,4,1,1,5,1,2,3,1,Heritage,Trump
3,1,77,5,2,1,NA,NA,3,2,1,3,0.5,Heritage,Clinton
1,0,67,5,1,1,4,4,2,2,1,2,0,Slavery,Clinton
1,1,74,3,1,1,3,3,1,1,1,2,0.1667,Slavery,Clinton
4,0,72,5,1,4,1,1,5,2,3,5,0.9167,Heritage,Trump
1,0,70,5,1,1,3,3,1,2,1,1,0,Slavery,Clinton
3.25,0,67,5,1,3,1,2,5,4,NA,5,0.5,Heritage,Trump
2,0,68,2,1,3,2,2,4,4,3,3,0.6667,Heritage,Trump
1,0,41,5,1,1,NA,4,1,1,2,1,0.4167,Slavery,Clinton
2.25,1,57,4,1,4,1,1,4,1,3,3,0.75,Heritage,Trump
2.5,1,50,5,1,1,3,3,1,3,1,2,0,NA,Clinton
1.75,0,66,6,1,1,4,3,1,2,2,3,0,Slavery,Clinton
1,0,35,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1.5,1,53,3,1,1,2,3,3,4,1,2,0.5,Heritage,Clinton
2.75,0,54,4,1,4,1,1,5,4,2,4,0.75,Heritage,Trump
2.75,0,77,5,1,4,4,1,5,3,3,4,0.9167,Heritage,Trump
3.5,1,52,5,1,4,1,3,5,3,3,5,0.75,Heritage,Trump
3,1,40,5,1,3,1,2,4,3,3,4,0.9167,Heritage,Trump
2,0,23,2,1,4,NA,NA,5,4,3,5,0.25,Heritage,Trump
2,1,65,6,1,1,4,4,1,1,1,1,0.3333,Slavery,Clinton
1,1,44,6,1,1,2,3,2,1,2,1,0.1667,Slavery,Other
2,0,66,3,1,4,1,2,5,3,3,4,0.75,Heritage,Trump
3.5,1,57,6,1,4,1,2,4,3,NA,5,0.75,Heritage,Trump
2.75,0,78,4,1,4,1,2,4,3,3,4,0.5833,Heritage,Trump
3,1,55,1,1,2,4,NA,5,3,1,4,0.1667,Heritage,Clinton
1,1,73,5,1,1,3,4,1,2,1,1,0.0833,Slavery,Clinton
1,0,66,5,2,1,4,3,1,4,1,2,0.1667,Slavery,Clinton
1,1,72,6,1,1,4,4,1,2,1,1,0,Slavery,Clinton
2.25,0,79,5,1,2,2,2,4,4,3,4,0.6667,Heritage,Trump
1,0,73,3,1,4,4,1,5,3,3,5,0.5,Heritage,Trump
1.25,0,52,5,1,1,4,3,1,1,1,1,0.1667,Slavery,Clinton
1.25,0,53,6,1,1,3,3,1,2,2,3,0.25,Heritage,Clinton
3,0,64,6,1,4,1,1,5,1,3,4,0.9167,Heritage,Trump
2.5,0,73,3,1,4,1,1,5,4,3,5,0.5833,Heritage,Trump
1,1,72,2,1,4,1,1,3,2,3,3,0.8333,Heritage,Trump
2,1,62,5,1,1,4,4,2,2,2,3,0.0833,Slavery,Clinton
2.5,0,77,3,1,1,3,3,2,3,2,3,0.25,NA,Clinton
1,1,56,5,1,1,4,3,1,1,2,3,0,Slavery,Clinton
2.25,0,60,6,1,1,2,4,1,3,1,2,0.0833,Slavery,Johnson
3,1,40,4,1,2,3,3,3,2,1,3,0.5833,Heritage,Stein
1.75,0,56,6,1,1,1,3,4,3,1,3,0.6667,Heritage,Clinton
3.5,1,70,2,1,4,1,NA,4,3,3,5,0.5833,Heritage,Trump
3.5,0,77,6,1,4,1,1,5,4,2,4,0.75,Heritage,Trump
1,0,66,6,1,2,2,2,2,2,2,4,0.4167,Heritage,Trump
2.25,0,62,5,1,1,4,3,1,2,1,1,0.0833,Slavery,Clinton
2.75,1,78,6,1,4,1,1,5,3,3,4,0.4167,Heritage,Trump
1,0,70,6,4,1,3,3,3,4,1,2,0.1667,Slavery,Clinton
2.25,0,70,5,1,4,2,3,4,3,2,4,0.6667,Heritage,Trump
3,1,47,5,1,4,1,1,5,2,3,3,0.8333,Heritage,Trump
1,1,59,3,1,3,4,3,1,1,2,3,0.0833,Slavery,Stein
5,0,63,3,1,4,1,1,5,1,3,5,1,Heritage,Trump
1,1,87,5,1,2,4,4,4,3,1,1,0.4167,NA,Clinton
1.5,1,66,6,1,1,3,3,2,4,1,2,0.1667,Slavery,Clinton
2,1,73,5,1,1,3,4,2,3,1,2,0.1667,Slavery,Clinton
4,0,60,4,1,4,1,1,5,3,2,4,0.8333,Heritage,Trump
1.5,0,66,3,1,1,3,3,1,2,1,1,0.4167,Slavery,Clinton
2.75,0,87,6,1,4,1,1,5,1,3,4,0.5,Heritage,Trump
3,1,72,3,2,2,3,NA,3,3,1,3,0.5,NA,Clinton
2.5,0,31,5,1,1,3,3,1,1,1,2,0.25,Slavery,Clinton
1,1,36,5,3,1,4,4,1,2,1,1,0.0833,Slavery,Clinton
3,1,38,5,1,4,1,4,5,2,3,5,0.5,NA,Trump
3.25,1,74,5,1,3,1,1,4,3,3,5,0.8333,Heritage,Trump
3,1,78,3,7,4,1,1,4,1,2,4,0.5,Heritage,Trump
1.5,1,32,5,1,1,3,4,1,1,1,1,0,Slavery,Stein
3,0,66,5,1,4,1,1,5,1,3,4,0.5833,NA,Trump
3,1,70,5,1,1,3,2,1,3,1,3,0.25,Slavery,Clinton
3,1,59,4,1,4,1,1,5,3,3,4,0.75,NA,Trump
2,1,45,5,2,1,4,4,4,4,1,2,0.0833,Slavery,Clinton
2.5,1,56,5,1,3,2,2,5,3,3,4,0.5,Heritage,Trump
1,0,67,4,1,1,1,3,3,4,2,3,0.25,Heritage,Clinton
1,0,74,6,7,1,4,4,3,2,1,1,0,Slavery,Clinton
1,1,63,6,1,1,3,4,1,1,3,2,0.25,Slavery,Did not vote
1.75,0,38,5,1,1,3,3,1,2,2,3,0.3333,Slavery,Clinton
1.5,0,70,3,1,2,NA,NA,2,3,2,3,0.25,Slavery,Clinton
1.5,1,73,1,1,1,1,2,4,4,1,3,0.1667,Heritage,Johnson
4,0,59,6,1,2,1,1,4,2,3,4,0.4167,Slavery,Trump
1,1,65,6,1,1,4,3,1,1,1,1,0,Slavery,Clinton
1.25,1,34,3,1,1,4,3,1,2,1,2,0,Slavery,Clinton
1.5,0,73,6,1,1,3,3,1,2,1,2,0.25,Heritage,Clinton
2.5,0,65,5,1,3,1,1,4,4,3,4,0.9167,Heritage,Trump
2.25,1,66,5,1,4,3,1,3,2,2,5,0.75,Heritage,Trump
2.75,0,62,5,1,4,1,1,5,4,2,5,0.75,Heritage,Trump
2.25,0,76,6,1,1,2,2,4,2,3,3,0.4167,Slavery,Trump
1.75,1,67,5,1,1,2,3,2,3,2,3,0.3333,NA,Clinton
3,0,87,4,1,1,1,NA,4,3,2,4,0.5,Heritage,Trump
2,1,59,3,1,4,1,2,3,4,3,4,0.75,Heritage,Trump
1.25,0,71,5,1,1,3,3,2,2,2,3,0.4167,Heritage,Clinton
3.75,0,64,5,1,4,1,1,5,4,3,5,0.9167,Heritage,Trump
1.5,1,50,6,2,1,2,3,3,3,1,3,0.4167,Slavery,Clinton
1,0,66,5,1,1,4,3,1,3,1,1,0.1667,Slavery,Stein
1,0,64,3,7,1,4,4,1,1,1,1,0,Slavery,Clinton
2.5,1,52,3,1,NA,1,NA,3,3,1,3,0.9167,Heritage,Clinton
1,1,24,5,1,1,2,3,1,2,1,2,0.25,Slavery,Clinton
2,1,31,5,3,1,1,1,NA,4,1,4,0.25,Slavery,Clinton
3.75,1,46,5,1,4,1,2,5,3,3,5,0.75,Heritage,Trump
1.5,1,43,6,4,1,2,4,4,4,1,3,0.5833,Slavery,Clinton
1.25,0,61,6,1,1,2,1,4,2,2,4,0.4167,Heritage,Other
2.5,1,72,3,1,1,1,3,4,4,1,2,0.6667,Slavery,Trump
1,1,65,6,1,1,3,4,1,3,1,2,0.25,Slavery,Clinton
4.25,0,41,4,1,3,1,1,5,4,NA,3,1,Heritage,Other
2.25,1,48,2,1,3,1,2,4,3,NA,5,0.5,Heritage,Trump
3.5,1,65,4,1,3,3,2,4,2,3,5,0.5,Heritage,Trump
2.5,1,71,5,1,4,1,1,4,3,2,3,0.5833,Heritage,Trump
1,1,33,2,2,2,4,2,1,3,1,2,0.1667,Heritage,Clinton
2,1,67,5,2,2,3,3,4,4,1,2,0.1667,Slavery,Clinton
2,0,65,6,1,2,2,1,2,3,2,3,0.6667,Slavery,Johnson
1.25,0,53,6,1,1,4,4,1,1,1,3,0,Slavery,Clinton
2.25,1,85,2,1,4,2,1,4,3,3,4,0.75,Heritage,Trump
2.25,1,33,6,1,3,2,2,1,4,3,4,0.6667,Heritage,Trump
1.75,0,88,6,1,4,1,2,5,4,3,4,0.5,Heritage,Trump
2,0,59,3,1,4,3,1,5,3,3,5,0.8333,Heritage,Trump
1.75,1,43,6,1,3,1,2,4,4,3,4,0.75,Heritage,Trump
3.25,0,45,6,1,3,1,1,1,1,2,3,0.4167,Heritage,Trump
2.25,0,62,4,1,1,2,3,4,1,2,3,0.5,Heritage,Johnson
1.5,0,70,2,1,2,1,2,5,3,2,3,0.75,Heritage,Trump
2,1,49,6,1,1,3,3,1,4,1,2,0.5,Slavery,Clinton
3,0,68,6,1,4,1,2,5,2,2,4,0.5,Heritage,Trump
1.25,0,77,6,1,1,4,4,1,2,1,2,0,Slavery,Clinton
3,0,71,4,1,1,3,NA,4,2,2,3,0.4167,Slavery,McMullin
1.25,0,67,5,1,1,1,1,1,1,3,4,0.1667,Heritage,Did not vote
2.5,1,61,2,1,4,2,1,2,1,2,3,0.3333,Heritage,Trump
1.75,1,54,3,1,1,1,1,4,2,3,3,0.4167,Heritage,Johnson
1,0,87,6,1,1,3,3,1,3,1,2,0.0833,Slavery,Clinton
1.75,0,69,3,1,4,1,1,4,1,3,5,0.4167,Heritage,Trump
2.25,0,68,4,1,1,3,3,3,3,NA,3,0.5,NA,Clinton
2,1,78,3,1,1,3,3,1,2,1,1,0.25,Slavery,Clinton
2,0,68,5,1,1,3,3,1,2,1,2,0.5,Slavery,Clinton
2,0,90,6,1,4,2,1,4,3,2,4,0.5,Heritage,Trump
1.25,0,58,6,1,1,4,3,1,1,NA,1,0,Slavery,Clinton
1,1,48,6,1,1,4,3,1,1,1,2,0.25,Slavery,Clinton
1,0,69,5,1,1,3,2,3,2,2,1,0.5,Heritage,Johnson
1.5,1,81,5,1,4,1,1,5,3,3,5,0.5,Heritage,Trump
1,1,67,6,1,2,2,3,2,4,1,3,0.5833,Heritage,Trump
1.75,0,40,5,1,3,1,3,4,1,2,5,0.3333,Heritage,Other
2.75,0,68,5,1,2,1,NA,4,2,3,5,0.25,Slavery,Did not vote
1,1,51,3,1,1,4,4,1,1,2,1,0,Slavery,Clinton
3,1,31,5,1,4,2,3,3,2,2,4,0.3333,Heritage,Johnson
1.25,1,53,4,1,3,1,1,2,4,2,3,0.6667,Heritage,Trump
2.25,1,65,6,1,1,3,4,2,2,1,2,0.4167,Slavery,Clinton
1,0,31,6,1,1,4,4,1,3,NA,1,0.1667,Slavery,Clinton
2,1,22,6,3,1,4,4,1,4,2,3,0,Slavery,Johnson
1.75,0,53,3,6,1,3,4,1,4,2,1,0,Slavery,Did not vote
4.25,1,61,3,1,4,1,1,4,2,2,4,0.5833,Heritage,Trump
3.25,1,70,5,1,4,1,2,5,3,3,5,1,Heritage,Trump
1.25,1,36,6,3,1,3,3,1,4,1,1,0.0833,Slavery,Clinton
3,0,49,4,1,3,2,2,3,1,3,4,0.5,Heritage,Trump
2.25,1,50,5,1,2,3,2,5,4,2,2,0.25,Heritage,Johnson
3,1,49,5,1,3,1,2,5,4,2,3,0.9167,Slavery,Trump
1.75,1,33,5,1,3,1,2,5,2,3,4,0.75,Heritage,Trump
2,0,71,5,1,4,1,3,4,3,3,4,0.5833,Heritage,Trump
3,0,71,5,1,4,1,1,3,3,NA,4,0.5833,Heritage,Trump
1,1,64,2,2,1,3,3,5,4,2,3,0.3333,Slavery,Clinton
2,0,81,6,1,3,1,1,5,2,3,4,0.5833,Heritage,Trump
1.25,0,69,6,1,4,1,1,2,2,NA,4,0.25,Heritage,Trump
1.25,0,75,2,1,4,2,1,4,1,3,5,0.3333,Heritage,Trump
1,1,71,6,1,1,3,4,1,1,1,2,0.1667,Slavery,Clinton
1,1,65,3,1,1,3,3,3,3,2,2,0.5,Heritage,Did not vote
2.5,1,67,5,1,4,2,2,4,3,2,4,0.5,Heritage,Trump
1,0,50,4,1,4,1,2,4,1,NA,4,0.3333,Heritage,Johnson
2.25,0,68,5,1,3,1,2,2,4,2,4,0.0833,Heritage,Trump
1,1,69,5,1,1,4,4,1,3,1,2,0.1667,Slavery,Clinton
1.25,0,58,5,1,1,3,3,1,1,1,3,0,Slavery,Clinton
2,0,80,6,1,1,4,3,2,3,1,2,0.5,Slavery,Clinton
2.5,0,68,5,1,3,1,2,5,NA,3,4,0.5,Heritage,Trump
2,0,46,2,1,1,4,4,1,1,1,1,0.3333,Slavery,Clinton
2.75,1,70,3,1,4,1,2,5,4,3,4,0.6667,Heritage,Trump
1,0,65,3,1,4,1,1,5,1,2,5,0.75,Slavery,Trump
2,0,61,5,1,4,1,1,5,4,3,3,0.8333,Heritage,Trump
3,1,23,5,1,3,1,NA,5,3,3,5,0.1667,NA,Trump
1.5,1,51,6,2,1,3,3,3,4,1,3,0.4167,Slavery,Clinton
2.75,1,49,5,1,4,1,2,3,2,3,5,0.75,Heritage,Trump
2,0,75,6,1,4,1,1,5,3,3,5,0.5833,Heritage,Trump
2,0,77,6,1,1,2,3,3,2,2,3,0.5,Slavery,Clinton
1.75,0,72,6,1,4,1,2,3,1,3,4,0.3333,Heritage,Trump
3,1,61,4,1,4,1,1,4,2,3,4,0.5,Heritage,Trump
3.25,1,55,6,1,4,1,2,4,2,3,5,0.1667,Heritage,Trump
2.5,1,33,3,1,3,3,2,NA,2,2,3,0,Heritage,Trump
2.25,0,58,2,1,1,3,3,3,3,1,1,0.5833,Slavery,Clinton
1,1,74,3,1,NA,NA,NA,3,2,1,4,0.3333,Slavery,Did not vote
1,1,57,3,1,1,4,4,1,1,1,1,0,Slavery,Clinton
1,0,61,5,1,1,4,4,1,3,1,1,0,Slavery,Clinton
1.5,1,70,4,1,1,4,4,1,3,1,1,0.3333,Slavery,Clinton
1,1,64,5,1,1,4,4,2,3,1,2,0.25,Slavery,Clinton
2,1,55,4,1,1,4,4,3,2,1,3,0.4167,Heritage,Clinton
1.25,0,67,3,1,1,NA,2,3,2,2,3,0.25,Heritage,Other
3,1,76,2,1,4,1,1,5,4,3,5,0.9167,Heritage,Trump
2.25,1,71,5,1,2,2,3,3,3,3,4,0.5,NA,Trump
3,1,63,5,1,1,1,NA,4,3,1,3,0.9167,Heritage,Clinton
2.25,0,72,4,1,4,1,1,5,3,3,5,0.9167,Heritage,Trump
1,0,70,5,1,1,3,3,NA,3,1,1,0.25,Slavery,Clinton
1,0,63,4,1,1,3,3,1,4,2,3,0.25,Slavery,Clinton
1,1,61,5,1,1,3,3,1,3,1,2,0.1667,Slavery,Clinton
1.5,0,41,6,1,1,4,4,1,1,2,2,0.25,Slavery,Stein
1.75,0,56,3,2,1,3,3,1,3,1,1,0.3333,Slavery,Clinton
3,0,69,6,1,1,3,3,1,3,1,2,0.1667,Slavery,Clinton
1,1,60,6,1,1,3,3,2,2,2,3,0,Slavery,Clinton
2,1,66,4,1,4,1,1,4,4,3,5,0.6667,Heritage,Trump
2.25,1,71,3,1,1,3,NA,2,4,1,3,0.6667,NA,Clinton
3.5,0,71,5,1,4,1,NA,4,1,2,5,0.5,NA,Trump
1.25,1,48,5,1,3,2,3,2,1,2,3,0.4167,Slavery,Trump
1,0,59,6,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1.5,1,30,6,1,1,3,4,1,2,NA,1,0,Slavery,Clinton
3.5,0,69,5,1,4,1,2,4,4,3,4,0.3333,Heritage,Trump
1,0,68,6,1,1,3,4,1,2,1,1,0.3333,Slavery,Clinton
3,1,36,4,3,1,3,3,3,3,1,3,0.5,NA,Clinton
1,0,69,6,1,1,4,4,1,2,1,1,0,Slavery,Clinton
2.5,0,75,5,1,3,1,2,4,2,3,4,0.6667,Heritage,Trump
3.75,1,67,3,1,4,1,1,5,3,NA,5,0.8333,Heritage,Trump
3,0,78,5,1,3,1,1,3,3,2,4,0.5,Heritage,Trump
2,0,64,4,1,4,1,2,4,2,3,4,0.4167,NA,Did not vote
2.75,0,68,6,7,4,1,1,4,3,3,5,0.5,Heritage,Trump
2,0,67,5,1,4,1,1,4,3,NA,4,0.5833,Heritage,Trump
1.75,0,55,5,6,3,1,2,4,1,2,5,0.4167,NA,Trump
3,1,43,3,1,1,3,4,1,3,1,1,0.1667,Slavery,Clinton
1,0,68,6,7,1,3,3,1,4,NA,1,0.3333,Slavery,Stein
